Word,POS,Definition
กะดุ้ง,ก.,"กระทุ้ง, สอย (น.ธ.)."
กะเด้,ว.,นานพอสมควรแล้ว ตรงข้ามกับกะเดียว (น.ธ.).
กะเดอะ,น.,หัวหน้าตัวเมีย มักใช้กับควายฝูง.
กะเดียว,ว.,ตะกี้
"แตเดียว, แรกเดียว",,ก็ว่า.
กะเดือน,,อุ. ใช้เป็นคำด่า ซึ่งหมายถึง อวัยวะเพศชาย (ดู กะดือ).
กะเดือนและ,ก.,ไม่ยอม.
กะโดกหัว,น.,กะโหลก (ดู โหลก
กะโดกหัว,น.,๑.).
กะโดน,น.,ชื่อไม้ต้นชนิดหนึ่ง (ดู โดน
กะโดน,น.,).
กะโด๊ะ,ก.,รนหาที่ (ดู เจ็บหวาด).
กะได,ก.,เคยตัว (ดู ได
กะได,ก.,).
กะตรน,น.,กระสวย (ดู ตรน
กะตรน,น.,๑.).
กะตร้อ,น.,ลูกตะกร้อที่ใช้เตะเล่น (ดู กร้อ
กะตร้อ,น.,๑.).
กะตรอง,น.,กระชอน (ดู กรอง
กะตรอง,น.,).
กะตรี๋,น.,พิธีการทรงเจ้าของชาวไทยมุสลิมเพื่อถามอาการไข้ และวิธีการรักษาแก่ผู้ป่วยไข้โดยมีการบรรเลงดนตรีด้วยปี่ชวา ฆ้อง โหม่ง และกลองแขก เพื่อเชิญเจ้ามาเข้าทรงด้วย.
กะต๊วย,น.,ไฝเม็ดโต ๆ ที่ขึ้นตามส่วนต่าง ๆ ของร่างกาย (น.ธ.).
กะตอ,น.,สะตอ (ดู ตอ
กะตอ,น.,๑.).
กะตอเบา,น.,กระถิน (ดู ตอเบา).
กะต๋อย,น.,"หน่อเล็ก ๆ, ไม่โต."
กะตะ,น.,๑. สะมุก (ดู หมุก
กะตะ,น.,).
กะตะ,น.,กล่องที่ทำจากวัสดุต่าง ๆ ใช้สำหรับบรรจุสิ่งของ (ดู ก้อตะ).
กะตะข้าวหอ,น.,กล่องสำหรับใส่ข้าวห่อ.
กะตะหลกเกาะ,น.,กล่องใส่บุหรี่ (น.ธ.).
กะตัว,ก.,"ทำธุระให้ผู้อื่นด้วยกิริยาอาการกระตือรือร้น, กุลีกุจอ."
กะตาง,น.,สตางค์ (ดู ตาง).
กะต๋าว,น.,เข่งเล็ก ๆ ใช้ใส่หรือตวงกุ้งเยื่อเคย.
กะตึ๋ง,ก.,"ตรึง, ผูกให้อยู่คงที่ (น.ธ)."
กะตึ๋งกะแต๋ง,ว.,พันกันยุ่ง
ระตึ๋งระแต๋ง (น.ธ.),,ก็ว่า.
กะตุ๊ด,น.,หูด (ดู ตุด
กะตุ๊ด,น.,๑.).
กะตูก,น.,ชื่อนกชนิดหนึ่ง คล้ายนกกะปูด แต่ตัวเล็กกว่า (ดู ตูก
กะตูก,น.,).
กะตูด,น.,"ก้น, ตะโพก, ทวาร (ดู วาน"
กะตูด,น.,).
กะเตะ,น.,วัดของพุทธศาสนา (น.ธ.).
กะเตอะ,ก.,กะเทาะออกเป็นแผ่นเล็ก ๆ (ช.พ.).
กะเตาะ,น.,กาบพืชตระกูลปาล์ม (ดู ตอก
กะเตาะ,น.,๓.).
กะเตียว,น.,ชื่อไม้ต้นขนาดใหญ่ เนื้ออ่อน ขึ้นในที่ลุ่ม. (ดู เตียว
กะเตียว,น.,๓.).
กะเตียว,ก.,กระเดียด (แคละ).
กะแตรง,น.,กะชะ (ดู ชะ
กะแตรง,น.,๑.).
กะโต,ก.,"กระโดดงับ, กระโดดหยิบ."
กะโต่ง,น.,กระป่อง (น.ธ.).
กะโตน,ก.,กระโจน (ดู โตน
กะโตน,ก.,).
กะโต๊ะ,ก.,"อยู่ไม่นิ่ง, ทุรนทุรายด้วยความเจ็บปวด (ดู เจ็บหวาด)."
กะไต,น.,สะตอ (ดู ตอ
กะไต,น.,๑.).
กะไตซก,น.,สะตอดอง.
กะไตเบา,น.,กระถิน.
กะไตหนัก,น.,สะตอ.
กะถก,ก.,ถลอก (ดู ถอก
กะถก,ก.,๓.).
กะถด,ก.,กระถด (ดู ถด).
กะถุ้ง,น.,ถัง (ดู ถุ้ง
กะถุ้ง,น.,๑.).
กะเถง,ก.,เดินหรือวิ่งเขย่งด้วยเท้าข้างเดียว (ดู เถง.).
กะแถ็ด,ก.,กระถด (ดู ถด).
กะทอก,ก.,"ร่อน, เขย่า, สั่น (ดู แร่ง"
กะทอก,ก.,).
กะท็อก,ก.,"กระตุก, กระชาก, ดึง (ดู ทก"
กะท็อก,ก.,๑.).
กะทับ,น.,เปลือกปิดปากฝาหอย (ดู ทับ
กะทับ,น.,๒.).
กะทา,น.,ไม้รุนขยะคล้ายคราดแต่เป็นแผ่นทึบไม่มีซี่
กะทาย,น.,กระบุงเล็ก ปากผาย.
กะทิ่น,ว.,"พอเหมาะ, พอดี (ดู ทิ่น"
กะทิ่น,ว.,๒.).
กะทึง,น.,ต้นกากะทิง (ดู ทึง
กะทึง,น.,).
กะทุยใยมัน,น.,สัตว์เลื้อยคลานคล้ายแมงป่อง แต่เล็กกว่า เหล็กในมีพิษ (ดู ทวยใยมัน).
กะทู้,น.,ไม้กลมโคนแหลม ขนาดเท่าไม้พลอง แต่ยาวกว่าใช้ทำรั้วคอกควาย (ดู ไม้โท้
กะทู้,น.,๒.).
กะเทียมขาว,น.,กระเทียม (ดู เทียม
กะเทียมขาว,น.,๒.).
กะเทียมแดง,น.,หอม (ดู หอม
กะเทียมแดง,น.,).
กะโทง,น.,กระป๋อง (น.ธ.).
กะโทะ,น.,ชื่อไม้พุ่มขนาดเล็ก (ดู โท่
กะโทะ,น.,).
กะนอ,น.,๑. ของเหลือ.
กะนอ,น.,ไม้แผ่นปิดหัวตงและกระดานพื้น (ดู นอ
กะนอ,น.,๓.).
กะนะ,น.,กะชะ (ดู ชะ).
กะนัง,น.,กิ่งไม้ที่สุมไว้ในลำคลองหรือหนองน้ำเพื่อล่อปลา (ดู หฺมฺรำ
กะนัง,น.,๑.).
กะนัด,น.,สับปะรด (ดู ย่าหนัด).
กะน้า,น.,ผักคะน้า
"กะหน่าฉ่าย, แคะหนา, แคะหน่าฉ่าย (ภ.ก.)",,ก็เรียก.
กะนาง,น.,ชนาง (ดู นาง
กะนาง,น.,๒.).
กะนาหลิง,ก.,เจ็บจนตัวสั่นแล้วสลบไป
จับกะนาหลิง (น.ธ.),,ก็ว่า.
กะเน๊าะกะแน๊ะ,ก.,ยุ่งยาก.
กะเน๊าะกะแน๊ะ,ว.,"พะรุงพะรัง, เอาใจใส่ในหน้าที่การงาน. (ดู ฆะเน๊าะฆะแน๊ะ)."
กะเนียง,น.,ภาชนะปั้นดินเผา ปากกว้าง (ดู เนียง
กะเนียง,น.,๑.).
กะบะ,น.,"สำรับ, ภาชนะที่ใช้ใส่ถ้วยชามพร้อมบรรจุอาหารคาวหรือหวานเป็นชุด ทำด้วยไม้ รูปร่างสี่เหลี่ยม ก้นแบน มีขอบอย่างถาด (ช.พ.)."
กะบับ,น.,สะบัก (ดู บับ
กะบับ,น.,).
กะบาน,น.,ภาชนะสานด้วยไม้ไผ่ ขนาดเล็กกว่ากระด้ง (ดู บาน
กะบาน,น.,๑.).
กะบาย,น.,"ภาชนะสานรูปคล้ายกระบุง แต่มีขนาดเล็กกว่า ปากกลม, ก้นสี่เหลี่ยม."
กะเบนท้องน้ำ,น.,แนวสันหลังของปลากระเบนมีปุ่มคล้ายกระดูกเป็นเม็ด ๆ นิยมนำมาทำหัวแหวน (ดู เบนท้องน้ำ)
