คำ,POS,ความหมาย
จอบ,ก.,"แอบ, ซ่อน, ดัก, เช่น ผกนก = ดักยิงนก"
จอบ,น.,"เครื่องมือขุดดินชนิดหนึ่ง, ส่วนมากทำด้วยเหล็ก."
จอบ,ก.,"แอบ, ซุ่ม, ดักดู, ไปดูเป็นครั้งคราว"
จอบพอบ,ว.,อาการหมอบ คู้เท้าชิดกัน เช่น หมอบจอบพอบ
จอม,น.,"ยอด, ปลายที่สูงสุด"
จ้อม,ว.,"แคบ เช่น ปากจ้อม, สอบ เช่น โต๊ะตีนจ้อม, ถี่ เช่น ปักเสาจ้อม"
จ่อม ๑,น.,"อาหารชนิดหนึ่งทำด้วยปลา หรือกุ้งตัวเล็ก ๆ หมักเกลือไว้ระยะหนึ่ง แล้วใส่ข้าวคั่วป่น เช่น ปลาจ่อม, กุ้งจ่อม, ส่วนมากเรียก ส้มปลาน้อย"
จ่อม ๒,ก.,"จุ่ม, หย่อน, เช่น จ่อมเบ็ด, ใส่ เช่น หาปลามาจ่อมแลงจ่อมงาย"
จ่อม ๓,ว.,"เล็กน้อย, นิดหน่อย, พออิ่มมื้อหนึ่ง"
จ่อม ๆ,ว.,"มีเสียงดังอย่างนั้น เช่น เสียงที่เกิดจากคนหรือสัตว์ใหญ่เดินท่องไปตามน้ำตื้น ๆ, ถ้าสัตว์เล็กว่าจ๋อม ๆ"
จ๋อม ๆ,ว.,"มีเสียงดังอย่างนั้น เช่น เสียงที่เกิดจากคนหรือสัตว์ใหญ่เดินท่องไปตามน้ำตื้น ๆ, ถ้าสัตว์เล็กว่าจ๋อม ๆ"
จ้อมก้อม,ว.,"ลักษณะของสิ่งที่นูน หรือเป็นกองเล็ก ๆ เช่น กองข้าว, กองทราย, ถ้าใหญ่ว่า จุ้มกุ้ม"
จ่อมก่อม ๑,ว.,มีสีแดงเรื่ออย่างสีของแหนม หรือปลาจ่อม เป็นต้น
จ่อมก่อม ๒,ว.,"ลักษณะสิ่งที่เป็นจุดเล็ก ๆ มองเห็นในที่ไกล, ถ้าจุดใหญ่ว่าจุ่มกุ่ม"
จอมขวัญ ๑,น.,เส้นผม หรือขนที่ขึ้นเวียนเป็นรูปก้นหอยบนศีรษะ
จอมขวัญ ๒,ว.,เรียกคน หรือสิ่งที่รักนับถือมาก
จอมไตร,น.,ผู้เป็นใหญ่ในโลกทั้งสาม
จอมไตรโลกนาถ,น.,ผู้เป็นใหญ่ในโลกทั้งสาม
จ่อย,ว.,ผอม
จ้อย,ว.,บริสุทธิ์ เช่น สาวจ้อย
จ้อย,ว.,"สนิท, แน่นอน, เช่น ลืม จ้อย, ตายจ้อย"
จ้อย,ว.,เล็ก เช่น จิบจาบจ้อย
จอย ๑,น.,ต้นหว้าชนิดผลเล็ก
จอย ๒,ว.,"เล็กน้อย เช่น ""แม่จีดแม่จอย"" หมายถึง แม่ร้างแม่หม้าย ซึ่งมีครอบครัวเล็กๆ ไม่สมบูรณ์"
จ้อย ๆ,ว.,"แจ่มใส, ชัดเจน, เช่น เว้าจ้อย ๆ"
จ่อยล่อย ๑,ว.,"ชืด, กร่อย, ไม่เข้มข้น, เช่น น้ำแกงจางจ่อยล่อย, ซีด เช่น หน้าขาวจ่อยล่อย"
จ่อยล่อย ๒,ว.,"พุ่งขึ้นไม่ตรง, เฉียงไปต่ำ ๆ ไม่สูง เช่น บั้งไฟขึ้นพอจ่อยล่อย, ใช้สำหรับสิ่งเล็กหรือน้อย ถ้าสิ่งใหญ่ หรือมากว่า โจ่ยโล่ย"
จ่อล่อ ๑,ว.,"ลักษณะสิ่งของที่ติดค้างอยู่ในลำคอ หรือในช่องในรูขนาดเล็ก (เอก.),จ่อล่อแจ่แล่ (พหู.), ถ้าขนาดใหญ่ว่า จู่ลู่"
จ่อล่อ ๒,ว.,"อาการนั่งจ้องหรือเหม่อลอย, ถ้าขนาดใหญ่ว่า โจ่โล่"
จ่อว่อ,ว.,ลักษณะของปากที่อ้าและห่อใช้สำหรับขนาดเล็ก
จ่อว่อ,ว.,"เป็นรู, พรุน, หวอ, เช่น อ้าปากจ่อว่อ (เอก.), จ่อว่อแจแว่ (พหู.) ถ้าขนาดใหญ่ว่าโจ่โว่ (เอก.), โจ่โว่เจ่เว่ (พหู.)"
จ่อหว้อ,ว.,เครื่องจักสาน หรือตาข่าย ใช้สำหรับจับสัตว์น้ำมีคันถือ = ช้อน
จอหอ,น.,หมาจอก = สุนัขจิ้งจอก
จะ,ก.,"กริยานุเคราะห์ประกอบกริยาอื่น แสดงถึงเวลาข้างหน้าที่ยังไม่มาถึง เช่น จะไป, จะทำ, ส่วนมากว่า ซิ"
จ๊ะ ๑,ก.,"เจอกัน หรือพ้องกันโดยบังเอิญ เช่น เดินมาจ๊ะกัน, แกงจ๊ะกัน"
จ๊ะ ๒,ก.,กริยาที่เกี้ยวพาราสีกันของนักแสดงชายหญิง = เข้าพระเข้านาง
จ๊ะ ๓,ว.,ทันที หรือกระทันหัน เช่น หยุดจ๊ะ
จ๊ะก๊ะ,ว.,อาการนั่งยองๆ หรือยื่นถ่างขา
จ๊ะจ่าง,ว.,"อาการถ่าง หรือเบ่งออก อย่างนมแม่ลูกอ่อนเนื่องจากลูกไม่ดูดนมว่า ใค่จ๊ะจ่าง, ใค่จ๊ะใค่จ่าง"
จ๊ะแจ้ง,ว.,"ชัดเจน, แจ่มแจ้ง, สว่าง"
จ๊ะแจ่ม,ว.,"ใส, งดงาม"
จัก,ว.,"เพียง, ราว, ประมาณ เช่น สัก ๒-๓ ที"
จัก ๑,ก.,ทำให้เป็นแฉกๆ หรือหยักๆ คล้ายฟันเลื่อยผ่าไม้ไผ่หรือหวายให้แตกออกจากกันเป็นเส้นบาง ๆ ด้วยของมีคม
จัก ๒,ก.,"ไม่รู้, ไม่ทราบ"
จัก ๓,ก.,"กริยานุเคราะห์ประกอบกริยาอื่น บอกกาลภายหน้าที่ยังมาไม่ถึง คล้ายกับคำ จะ แต่แสดงถึงความยืนยันหนักแน่นกว่า เช่น จักกิน, จักนอน, จักไป"
จัก ๔,ว.,ถามจำนวนโดยประมาณ เช่น มีเงินจักบาท
จั๊ก ๆ,ว.,เสียงดังอย่างนั้น เช่น เสียงเกิดจากการใช้เสียมขุดดินดัง จุ๊ก ๆ
จักขุ,น.,ตา (ป. ส.)
จักจั่น ๑,น.,แมลงชนิดหนึ่ง ปีกบางใสเหมือนแก้ว ร้องในฤดูร้อนระหว่างเดือน ๓-๔
จักจั่น ๒,น.,ชื่อต้นไม้ชนิดหนึ่ง
